yrmo,sell,superid,source,propertytype,propertyzipcode,age,size,popdensity,bbb,caprate,bbbdev,yrqtr,latitude,longitude,reis_sector,region_code,REIS_Market_ID,Submarket_Number,Market_Submarket_ID,effective_rent_per_uom_amt,vacancy_pct
20196,270,9022504,mountain_seed,IN,55055,68,90741,966.9024045,0.038038365,0.074,-0.278361684,20192,44.87873,-93.00149,Ind,R5,MN,4,MN4,5.53,0.102
20199,273,9039741,mountain_seed,IN,76011,58,18816,2694.870835,0.033336237,0.0693,-0.315495058,20193,32.74459,-97.05253,Ind,R1,FW,5,FW5,4.1,0.087
20227,307,9029324,mountain_seed,IN,77043,46,29090,1567.019992,0.051504212,0.0875,0.228401058,20223,29.79988,-95.55776,Ind,R1,HO,7,HO7,6.73,0.056
20223,303,9023041,mountain_seed,IN,30253,21,1966,1017.682701,0.039296009,0.0753,-0.262359409,20221,33.42288,-84.18515,Ind,R2,AT,2,AT2,4.52,0.056
201912,276,9002149,mountain_seed,IN,68066,46,6000,61.61106377,0.033076464,0.0691,-0.383039938,20194,41.23597,-96.61143,Ind,R5,OM,,,5.5,0.065
20218,296,9056101,mountain_seed,IN,33172,38,14351,5754.621849,0.023569221,0.0596,-0.847520012,20213,25.79003,-80.34784,Ind,R2,MI,5,MI5,7.78,0.032
20218,296,9052724,mountain_seed,IN,95758,38,15185,4711.545958,0.023569221,0.0596,-0.847520012,20213,38.44023,-121.40365,Ind,R3,SO,8,SO8,5.14,0.068
20209,285,9013071,mountain_seed,IN,77471,40,43683,408.3877024,0.021960976,0.058,-0.429832097,20203,29.55974,-95.78943,Ind,R1,HO,10,HO10,5.72,0.118
20191,265,9053780,mountain_seed,IN,49503,64,20513,5000.695701,0.046952132,0.083,-0.011861734,20191,42.97007,-85.63836,Ind,R5,GD,,,3.08,0.063
20191,265,9064636,mountain_seed,IN,33716,38,74061,15424,0.046952132,0.083,-0.011861734,20191,27.85902,-82.65588,Ind,R2,TA,1,TA1,5,0.08
202110,298,9048327,mountain_seed,IN,8846,54,22255,3875.781694,0.025251944,0.0613,-0.838173724,20214,40.5748,-74.48939,Ind,R4,CJ,5,CJ5,6.16,0.045
20198,272,9042020,mountain_seed,IN,32250,19,6898,2944.263818,0.034048149,0.0701,-0.267029493,20193,30.28743,-81.39564,Ind,R2,JA,3,JA3,3.86,0.051
20202,278,9074572,mountain_seed,IN,60123,48,4774,47405,0.03333912,0.0694,0.030381123,20201,42.05513,-88.31333,Ind,R5,CH,10,CH10,4.82,0.127
20219,297,9014256,mountain_seed,IN,30114,5,66890,461.335978,0.023936316,0.06,-0.850851708,20213,34.27984,-84.5462,Ind,R2,AT,10,AT10,4.16,0.089
20219,297,9012397,mountain_seed,IN,93725,44,13000,381.7434361,0.023936316,0.06,-0.850851708,20213,36.68336,-119.74121,Ind,R3,FR,,,4.89,0.111
20219,297,9009617,mountain_seed,IN,37064,7,69558,269.4991767,0.023936316,0.06,-0.850851708,20213,35.90057,-86.87755,Ind,R2,NA,5,NA5,4.32,0.075
20219,297,9053260,mountain_seed,IN,97030,45,17240,4862.576199,0.023936316,0.06,-0.850851708,20213,45.50301,-122.42752,Ind,R3,PO,7,PO7,6.74,0.042
20219,297,9027233,mountain_seed,IN,91978,53,99383,1390.217221,0.023936316,0.06,-0.850851708,20213,32.7285,-116.96418,Ind,R3,SD,5,SD5,9.03,0.058
20194,268,9038465,mountain_seed,IN,77015,54,65812,2538.993324,0.04212043,0.0782,-0.195897224,20192,29.78662,-95.17885,Ind,R1,HO,5,HO5,5.45,0.091
20214,292,9051589,mountain_seed,IN,83704,34,14009,4523.744292,0.026415072,0.0625,-0.900414274,20212,43.61002,-116.29044,Ind,R3,BS,,,6.14,0.058
20214,292,9072484,mountain_seed,IN,85027,27,26651,37140,0.026415072,0.0625,-0.900414274,20212,33.68004,-112.10277,Ind,R3,PX,3,PX3,6.05,0.126
20231,313,9056037,mountain_seed,IN,60160,57,16347,5718.911626,0.058301587,0.0944,0.113061599,20231,41.90006,-87.89528,Ind,R5,CH,8,CH8,6.02,0.044
202010,286,9010675,mountain_seed,IN,30132,16,27600,311.2095469,0.022301249,0.0584,-0.452131429,20204,34.01329,-84.75531,Ind,R2,AT,9,AT9,3.92,0.116
20206,282,9048060,mountain_seed,IN,89119,37,35500,3824.052591,0.031178698,0.0673,0.616957098,20202,36.0702,-115.14775,Ind,R3,LV,,,6.48,0.068
201811,263,9058458,mountain_seed,IN,60505,55,72876,6858.30721,0.048871342,0.085,-0.118904168,20184,41.77271,-88.27769,Ind,R5,CH,10,CH10,4.68,0.122
201811,263,9011240,mountain_seed,IN,38002,21,6262,334.378436,0.048871342,0.085,-0.118904168,20184,35.28498,-89.68713,Ind,R2,ME,2,ME2,2.58,0.149
201811,263,9027354,mountain_seed,IN,23230,69,22574,1402.684564,0.048871342,0.085,-0.118904168,20184,37.57536,-77.46517,Ind,R2,RI,5,RI5,3.85,0.092
201811,263,9030082,mountain_seed,IN,62095,49,90343,1612.657865,0.048871342,0.085,-0.118904168,20184,38.86629,-90.07495,Ind,R5,SL,6,SL6,3.91,0.11
201811,263,9027106,mountain_seed,IN,20151,38,245888,1375.7724,0.048871342,0.085,-0.118904168,20184,38.89018,-77.43959,Ind,R2,SV,2,SV2,8.65,0.062
201811,263,9027107,mountain_seed,IN,20151,36,32000,1375.7724,0.048871342,0.085,-0.118904168,20184,38.90453,-77.47149,Ind,R2,SV,2,SV2,8.65,0.062
202111,299,9021836,mountain_seed,IN,30004,25,44221,924.0647488,0.026852063,0.063,-0.789484354,20214,34.1119,-84.23817,Ind,R2,AT,8,AT8,4.35,0.077
202111,299,9047558,mountain_seed,IN,89431,35,17540,3741.62531,0.026852063,0.063,-0.789484354,20214,39.52748,-119.76235,Ind,R3,RE,,,4.72,0.073
20219,297,9047661,mountain_seed,IN,2893,2,85800,3765.887138,0.023936316,0.0601,-0.850851708,20213,41.67051,-71.50578,Ind,R4,PV,,,5.67,0.054
20229,309,9053872,mountain_seed,IN,48088,55,35795,5015.776426,0.055805057,0.092,0.374899342,20223,42.52012,-82.98809,Ind,R5,DT,5,DT5,4.86,0.036
20193,267,9045950,mountain_seed,IN,85206,20,6011,3469.806384,0.043662314,0.0799,-0.101143685,20191,33.38505,-111.68919,Ind,R3,PX,5,PX5,5.58,0.136
202111,299,9033568,mountain_seed,IN,2886,27,24256,1961.072027,0.026852063,0.0631,-0.789484354,20214,41.72351,-71.45707,Ind,R4,PV,,,5.76,0.059
20196,270,9021000,mountain_seed,IN,80403,17,14492,868,0.038038365,0.0743,-0.278361684,20192,39.778,-105.18522,Ind,R3,DE,1,DE1,5.36,0.088
20174,244,9049952,mountain_seed,IN,83713,30,28350,4173.299673,0.038723289,0.075,-0.373935861,20172,43.61142,-116.32361,Ind,R3,BS,,,5.77,0.097
20214,292,9045455,mountain_seed,IN,60101,56,7046,3392.212973,0.026415072,0.0627,-0.900414274,20212,41.91103,-87.99004,Ind,R5,CH,9,CH9,4.93,0.128
20231,313,9041899,mountain_seed,IN,46202,57,7700,2926.894822,0.058301587,0.0946,0.113061599,20231,39.78788,-86.1921,Ind,R5,IN,1,IN1,5.38,0.039
20226,306,9033576,mountain_seed,IN,2886,39,7200,1961.072027,0.05120026,0.0875,0.129630975,20222,41.69771,-71.46371,Ind,R4,PV,,,5.97,0.048
20206,282,9039852,mountain_seed,IN,80907,28,7055,2706.929691,0.031178698,0.0675,0.616957098,20202,38.8944,-104.81991,Ind,R3,CS,,,7.9,0.072
20206,282,9029687,mountain_seed,IN,99212,52,36704,1581.171238,0.031178698,0.0675,0.616957098,20202,47.66797,-117.31458,Ind,R3,SK,,,11.2375,0.089916667
20218,296,9054076,mountain_seed,IN,33064,57,7952,5062.505973,0.023569221,0.0599,-0.847520012,20213,26.26403,-80.11587,Ind,R2,FL,2,FL2,7.45,0.053
20193,267,9013993,mountain_seed,IN,28025,97,71050,451.4274695,0.043662314,0.08,-0.101143685,20191,35.41159,-80.59274,Ind,R2,CR,11,CR11,4.28,0.105
20193,267,9030614,mountain_seed,IN,28206,75,104000,1685.74667,0.043662314,0.08,-0.101143685,20191,35.25887,-80.81673,Ind,R2,CR,6,CR6,4.28,0.105
20193,267,9002549,mountain_seed,IN,75247,67,20406,71.5815234,0.043662314,0.08,-0.101143685,20191,32.80382,-96.86506,Ind,R1,DA,10,DA10,4.44,0.083
20193,267,9031894,mountain_seed,IN,27262,63,4313,1816.898201,0.043662314,0.08,-0.101143685,20191,35.93942,-80.0276,Ind,R2,GR,,,4.48,0.091
20193,267,9055582,mountain_seed,IN,85034,29,144264,5582,0.043662314,0.08,-0.101143685,20191,33.42679,-111.9808,Ind,R3,PX,1,PX1,5.58,0.136
20193,267,9043841,mountain_seed,IN,20879,34,65586,3177.667623,0.043662314,0.08,-0.101143685,20191,39.1641,-77.15388,Ind,R2,SM,2,SM2,7.61,0.094
202110,298,9033068,mountain_seed,IN,33815,35,113308,1922.258151,0.025251944,0.0616,-0.838173724,20214,28.03169,-82.05427,Ind,R2,LL,,,5.29,0.101
20222,302,9011946,mountain_seed,IN,49464,54,60746,365.0165367,0.034041829,0.0704,-0.409129729,20221,42.81793,-86.03855,Ind,R5,GD,,,3.38,0.02
20205,281,9037162,mountain_seed,IN,41018,39,36625,2394.273706,0.034434444,0.0708,0.87230051,20202,39.05083,-84.63343,Ind,R2,CI,4,CI4,3.55,0.11
20211,289,9071142,mountain_seed,IN,11433,24,11000,32687,0.023629424,0.06,-0.722088319,20211,40.70178,-73.79006,Ind,R4,NY,,,16.94,0.046
20211,289,9075602,mountain_seed,IN,11435,64,8000,53687,0.023629424,0.06,-0.722088319,20211,40.69515,-73.80253,Ind,R4,NY,,,16.94,0.046
20244,328,9062563,mountain_seed,IN,44056,45,30057,11157,0.057716104,0.0941,-0.596800284,20242,41.32363,-81.51437,Ind,R5,AK,,,5.41,0.094
20234,316,9047046,mountain_seed,IN,1151,41,6694,3673.141892,0.055714529,0.0921,0.150275891,20232,42.15986,-72.50646,Ind,R4,SN,,,11.69666667,0.051666667
20218,296,9014255,mountain_seed,IN,30114,5,2576,461.335978,0.023569221,0.06,-0.847520012,20213,34.17167,-84.54844,Ind,R2,AT,10,AT10,4.16,0.089
20218,296,9034608,mountain_seed,IN,30260,37,1423,2062.649747,0.023569221,0.06,-0.847520012,20213,33.55593,-84.3458,Ind,R2,AT,2,AT2,4.16,0.089
20218,296,9074718,mountain_seed,IN,21224,104,11250,49134,0.023569221,0.06,-0.847520012,20213,39.2867,-76.56762,Ind,R2,BA,1,BA1,5.72,0.084
20218,296,9074870,mountain_seed,IN,21218,49,7685,49796,0.023569221,0.06,-0.847520012,20213,39.31466,-76.61965,Ind,R2,BA,1,BA1,5.72,0.084
20218,296,9032350,mountain_seed,IN,83705,35,96671,1854.139107,0.023569221,0.06,-0.847520012,20213,43.57002,-116.19219,Ind,R3,BS,,,6.41,0.07
20218,296,9048874,mountain_seed,IN,83706,48,46092,3978.589589,0.023569221,0.06,-0.847520012,20213,43.6173,-116.24332,Ind,R3,BS,,,6.41,0.07
20218,296,9032565,mountain_seed,IN,76102,53,34684,1879.7219,0.023569221,0.06,-0.847520012,20213,32.77898,-97.33778,Ind,R1,FW,1,FW1,4.47,0.069
20218,296,9045005,mountain_seed,IN,33054,58,26587,3311.040219,0.023569221,0.06,-0.847520012,20213,25.90708,-80.23996,Ind,R2,MI,2,MI2,7.78,0.032
20218,296,9074395,mountain_seed,IN,33010,60,7931,46187,0.023569221,0.06,-0.847520012,20213,25.84626,-80.29524,Ind,R2,MI,4,MI4,7.78,0.032
20218,296,9064840,mountain_seed,IN,94606,75,21054,16034.98032,0.023569221,0.06,-0.847520012,20213,37.78047,-122.23792,Ind,R3,OA,1,OA1,6.6,0.068
20218,296,9042075,mountain_seed,IN,33407,38,49858,2945.283019,0.023569221,0.06,-0.847520012,20213,26.74428,-80.06599,Ind,R2,PB,2,PB2,6.89,0.053
20218,296,9042076,mountain_seed,IN,33407,18,55824,2945.283019,0.023569221,0.06,-0.847520012,20213,26.75721,-80.11715,Ind,R2,PB,2,PB2,6.89,0.053
20218,296,9018730,mountain_seed,IN,92262,40,13500,714.3753752,0.023569221,0.06,-0.847520012,20213,33.83911,-116.50988,Ind,R3,SB,11,SB11,5.98,0.032
20218,296,9024729,mountain_seed,IN,84104,54,10751,1171.187718,0.023569221,0.06,-0.847520012,20213,40.75508,-111.93913,Ind,R3,SC,,,6.25,0.059
20218,296,9034586,mountain_seed,IN,10523,49,70000,2062.621225,0.023569221,0.06,-0.847520012,20213,41.06851,-73.82154,Ind,R4,WS,,,9.64,0.103
20222,302,9036499,mountain_seed,IN,74012,20,33392,2323.156449,0.034041829,0.0705,-0.409129729,20221,36.074,-95.81746,Ind,R1,TU,,,4.08,0.077
20214,292,9022445,mountain_seed,IN,94553,52,6246,961.6484819,0.026415072,0.0629,-0.900414274,20212,38.01298,-122.11829,Ind,R3,OA,2,OA2,6.38,0.088
20217,295,9027180,mountain_seed,IN,20794,43,215084,1382.02137,0.024489261,0.061,-0.845591143,20213,39.16576,-76.78449,Ind,R2,BA,7,BA7,5.72,0.084
20218,296,9046368,mountain_seed,IN,33309,39,28500,3533.389244,0.023569221,0.0601,-0.847520012,20213,26.19201,-80.15742,Ind,R2,FL,4,FL4,7.45,0.053
201812,264,9033332,mountain_seed,IN,30066,28,7500,1943.033328,0.048452565,0.085,-0.046569762,20184,34.06902,-84.52289,Ind,R2,AT,10,AT10,3.77,0.114
201812,264,9033331,mountain_seed,IN,30066,28,9000,1943.033328,0.048452565,0.085,-0.046569762,20184,34.06902,-84.52289,Ind,R2,AT,10,AT10,3.77,0.114
201812,264,9033330,mountain_seed,IN,30066,28,9000,1943.033328,0.048452565,0.085,-0.046569762,20184,34.06902,-84.52405,Ind,R2,AT,10,AT10,3.77,0.114
201812,264,9033333,mountain_seed,IN,30066,37,5000,1943.033328,0.048452565,0.085,-0.046569762,20184,34.0692,-84.52289,Ind,R2,AT,10,AT10,3.77,0.114
201812,264,9036741,mountain_seed,IN,30084,38,32944,2354.086113,0.048452565,0.085,-0.046569762,20184,33.85696,-84.19057,Ind,R2,AT,6,AT6,3.77,0.114
201812,264,9057539,mountain_seed,IN,80220,75,6252,6396.222816,0.048452565,0.085,-0.046569762,20184,39.73944,-104.89391,Ind,R3,DE,6,DE6,5.26,0.082
201812,264,9028824,mountain_seed,IN,48362,27,48032,1526.61827,0.048452565,0.085,-0.046569762,20184,42.78719,-83.24283,Ind,R5,DT,7,DT7,3.95,0.103
202012,288,9026539,mountain_seed,IN,38118,59,126780,1328.708303,0.0234491,0.06,-0.563938856,20204,35.07259,-89.95043,Ind,R2,ME,4,ME4,2.71,0.131
202012,288,9031193,mountain_seed,IN,37210,50,100000,1738.47652,0.0234491,0.06,-0.563938856,20204,36.14474,-86.71126,Ind,R2,NA,6,NA6,4.07,0.082
202012,288,9044629,mountain_seed,IN,78251,36,13984,3256.802161,0.0234491,0.06,-0.563938856,20204,29.45826,-98.64049,Ind,R1,SA,1,SA1,5.26,0.08
20219,297,9064676,mountain_seed,IN,8629,74,9914,15491.20603,0.023936316,0.0605,-0.850851708,20213,40.22248,-74.72197,Ind,R4,CJ,6,CJ6,5.87,0.052
20175,245,9023297,mountain_seed,IN,32773,71,32844,1038.005264,0.037831826,0.0744,-0.384566852,20172,28.78607,-81.2669,Ind,R2,OR,7,OR7,4.54,0.084
20216,294,9024728,mountain_seed,IN,84104,38,48302,1171.187718,0.025928761,0.0625,-0.852581054,20212,40.73201,-111.93885,Ind,R3,SC,,,6.05,0.072
20225,305,9010450,mountain_seed,IN,41094,24,11304,302.2528715,0.049526127,0.0861,0.014046545,20222,38.90211,-84.60987,Ind,R2,CI,4,CI4,4.16,0.072
20201,277,9028602,mountain_seed,IN,45246,51,200560,1498.168498,0.032923572,0.0695,-0.240007399,20201,39.31009,-84.46478,Ind,R5,CI,5,CI5,3.52,0.112
20201,277,9031190,mountain_seed,IN,37210,42,8431,1738.47652,0.032923572,0.0695,-0.240007399,20201,36.13567,-86.73281,Ind,R2,NA,2,NA2,4.04,0.059
202112,300,9067891,mountain_seed,IN,78634,5,19625,22791,0.028397206,0.065,-0.691992175,20214,30.553,-97.52473,Ind,R1,AU,6,AU6,7.57,0.057
202112,300,9059025,mountain_seed,IN,80010,55,78221,7203.626473,0.028397206,0.065,-0.691992175,20214,39.7677,-104.85609,Ind,R3,DE,6,DE6,5.96,0.058
202112,300,9048454,mountain_seed,IN,93722,67,1092,3902.797631,0.028397206,0.065,-0.691992175,20214,36.80017,-119.85346,Ind,R3,FR,,,5.01,0.106
202112,300,9022745,mountain_seed,IN,46143,15,79506,994.7960417,0.028397206,0.065,-0.691992175,20214,39.63008,-86.07635,Ind,R5,IN,5,IN5,4.58,0.047
202112,300,9045822,mountain_seed,IN,84070,30,12058,3455.316192,0.028397206,0.065,-0.691992175,20214,40.59595,-111.90535,Ind,R3,SC,,,6.53,0.065
202112,300,9069364,mountain_seed,IN,92081,24,21445,27404,0.028397206,0.065,-0.691992175,20214,33.14399,-117.24091,Ind,R3,SD,1,SD1,9.33,0.048
202112,300,9046243,mountain_seed,IN,22153,38,180569,3518.331084,0.028397206,0.065,-0.691992175,20214,38.74178,-77.19977,Ind,R2,SV,4,SV4,9.49,0.026
202112,300,9024071,mountain_seed,IN,98335,27,13162,1117.312175,0.028397206,0.065,-0.691992175,20214,47.32075,-122.5863,Ind,R3,TM,,,8.22,0.065
20204,280,9031346,mountain_seed,IN,29418,44,20334,1745.513866,0.03528971,0.0719,0.767834341,20202,32.85957,-80.02106,Ind,R2,CN,,,5.5,0.18
20204,280,9052534,mountain_seed,IN,43204,18,27000,4678.742082,0.03528971,0.0719,0.767834341,20202,39.97633,-83.10478,Ind,R5,CO,2,CO2,3.56,0.109
20218,296,9044411,mountain_seed,IN,75051,45,170100,3240,0.023569221,0.0602,-0.847520012,20213,32.73475,-97.02017,Ind,R1,DA,9,DA9,4.86,0.064
20193,267,9052326,mountain_seed,IN,75238,39,20303,4634.787897,0.043662314,0.0803,-0.101143685,20191,32.89821,-96.69382,Ind,R1,DA,8,DA8,4.44,0.083
20198,272,9071014,mountain_seed,IN,22079,38,91939,32059,0.034048149,0.0707,-0.267029493,20193,38.71734,-77.18942,Ind,R2,SV,4,SV4,8.87,0.052
20222,302,9011075,mountain_seed,IN,74014,40,45267,328.5665419,0.034041829,0.0707,-0.409129729,20221,36.03094,-95.72601,Ind,R1,TU,,,4.08,0.077
20202,278,9029143,mountain_seed,IN,28208,79,54072,1552.480916,0.03333912,0.07,0.030381123,20201,35.23583,-80.87529,Ind,R2,CR,1,CR1,4.46,0.092
20199,273,9033335,mountain_seed,IN,30066,15,56745,1943.033328,0.033336237,0.07,-0.315495058,20193,33.98359,-84.53241,Ind,R2,AT,10,AT10,3.82,0.115
20199,273,9071418,mountain_seed,IN,21227,36,59131,33534,0.033336237,0.07,-0.315495058,20193,39.26674,-76.67204,Ind,R2,BA,1,BA1,5.44,0.085
20199,273,9056058,mountain_seed,IN,33063,26,24645,5736.339105,0.033336237,0.07,-0.315495058,20193,26.25072,-80.19423,Ind,R2,FL,6,FL6,6.84,0.067
20199,273,9027168,mountain_seed,IN,66219,39,178198,1381.008824,0.033336237,0.07,-0.315495058,20193,38.93313,-94.77236,Ind,R5,KC,9,KC9,3.47,0.088
20199,273,9028100,mountain_seed,IN,55014,17,99056,1459.048842,0.033336237,0.07,-0.315495058,20193,45.14253,-93.17555,Ind,R5,MN,5,MN5,5.6,0.102
20199,273,9072764,mountain_seed,IN,85233,37,243370,37564,0.033336237,0.07,-0.315495058,20193,33.37539,-111.83706,Ind,R3,PX,5,PX5,5.61,0.144
20212,290,9011298,mountain_seed,IN,2346,36,10000,335.516285,0.024133295,0.0608,-0.85079788,20211,41.87589,-70.88961,Ind,R4,BO,10,BO10,6.21,0.077
202211,311,9003881,mountain_seed,IN,73036,5,5000,101.4280104,0.06182944,0.0985,0.354384825,20224,35.46608,-98.04758,Ind,R1,OK,,,4.91,0.033
20231,313,9020638,mountain_seed,IN,60423,25,15000,834.4212836,0.058301587,0.095,0.113061599,20231,41.47643,-87.84726,Ind,R5,CH,13,CH13,6.02,0.044
20223,303,9023169,mountain_seed,IN,17050,36,10150,1022.528979,0.039296009,0.076,-0.262359409,20221,40.24658,-77.00771,Ind,R4,HR,,,5.86,0.078
201911,275,9049536,mountain_seed,IN,30030,74,5000,4065.264128,0.033294147,0.07,-0.417943448,20194,33.77602,-84.27624,Ind,R2,AT,4,AT4,3.84,0.113
201911,275,9020925,mountain_seed,IN,33805,28,48400,862.1806807,0.033294147,0.07,-0.417943448,20194,28.10376,-81.9077,Ind,R2,LL,,,4.94,0.185
201911,275,9020926,mountain_seed,IN,33805,28,75000,862.1806807,0.033294147,0.07,-0.417943448,20194,28.10487,-81.9079,Ind,R2,LL,,,4.94,0.185
201911,275,9042279,mountain_seed,IN,33760,40,44000,2958.553275,0.033294147,0.07,-0.417943448,20194,27.9039,-82.72086,Ind,R2,TA,2,TA2,5.14,0.081
20217,295,9025281,mountain_seed,IN,53154,13,82950,1208.764605,0.024489261,0.0612,-0.845591143,20213,42.86433,-87.93274,Ind,R5,MW,,,4.56,0.136
20218,296,9071768,mountain_seed,IN,53132,28,246187,34863,0.023569221,0.0603,-0.847520012,20213,42.86205,-87.97921,Ind,R5,MW,,,4.56,0.136
201910,274,9036747,mountain_seed,IN,30084,46,24833,2354.086113,0.033268399,0.07,-0.380987819,20194,33.83894,-84.20079,Ind,R2,AT,6,AT6,3.84,0.113
201910,274,9027776,mountain_seed,IN,28273,24,66660,1438.205327,0.033268399,0.07,-0.380987819,20194,35.13464,-80.93666,Ind,R2,CR,4,CR4,4.42,0.11
201910,274,9015380,mountain_seed,IN,29334,28,30000,510.6124104,0.033268399,0.07,-0.380987819,20194,34.87749,-82.12894,Ind,R2,GN,,,3.76,0.129
201910,274,9043535,mountain_seed,IN,66215,47,12939,3143.799975,0.033268399,0.07,-0.380987819,20194,38.933,-94.74276,Ind,R5,KC,9,KC9,3.51,0.093
201910,274,9046758,mountain_seed,IN,55428,30,86430,3634.641575,0.033268399,0.07,-0.380987819,20194,45.04474,-93.37552,Ind,R5,MN,7,MN7,5.63,0.102
201910,274,9046791,mountain_seed,IN,22191,37,37000,3643.137255,0.033268399,0.07,-0.380987819,20194,38.62367,-77.25478,Ind,R2,SV,3,SV3,8.91,0.049
20208,284,9024675,mountain_seed,IN,48170,6,79401,1170.219619,0.023250924,0.06,-0.250826598,20203,42.37258,-83.46258,Ind,R5,DT,2,DT2,4.05,0.107
20208,284,9066611,mountain_seed,IN,89118,18,19336,19318,0.023250924,0.06,-0.250826598,20203,36.07914,-115.19511,Ind,R3,LV,,,6.53,0.071
20208,284,9047207,mountain_seed,IN,94520,45,5612,3687.977005,0.023250924,0.06,-0.250826598,20203,37.97832,-122.04021,Ind,R3,OA,6,OA6,6.23,0.091
20208,284,9047206,mountain_seed,IN,94520,40,28336,3687.977005,0.023250924,0.06,-0.250826598,20203,38.01071,-122.03872,Ind,R3,OA,6,OA6,6.23,0.091
20208,284,9047208,mountain_seed,IN,94520,40,38400,3687.977005,0.023250924,0.06,-0.250826598,20203,38.01099,-122.03278,Ind,R3,OA,6,OA6,6.23,0.091
20208,284,9049139,mountain_seed,IN,84115,34,29746,4006.49667,0.023250924,0.06,-0.250826598,20203,40.69196,-111.89387,Ind,R3,SC,,,5.72,0.075
20208,284,9027440,mountain_seed,IN,95624,22,41756,1409.417489,0.023250924,0.06,-0.250826598,20203,38.40087,-121.35696,Ind,R3,SO,8,SO8,4.8,0.098
20208,284,9022511,mountain_seed,IN,94510,44,10120,969.1592129,0.023250924,0.06,-0.250826598,20203,38.08556,-122.13997,Ind,R3,VJ,,,7.76,0.126
20213,291,9044292,mountain_seed,IN,98499,46,8270,3230.184582,0.025230826,0.062,-0.904989351,20211,47.16729,-122.48813,Ind,R3,TM,,,7.6,0.132
20226,306,9034433,mountain_seed,IN,28092,55,122200,2048,0.05120026,0.088,0.129630975,20222,35.41019,-81.22581,Ind,R2,CR,10,CR10,5.31,0.042
20217,295,9036428,mountain_seed,IN,74120,20,72733,2315.986873,0.024489261,0.0613,-0.845591143,20213,36.14658,-95.97552,Ind,R1,TU,,,3.96,0.096
202011,287,9040338,mountain_seed,IN,33069,15,110689,2739.287998,0.023077867,0.0599,-0.463141229,20204,26.25792,-80.15162,Ind,R2,FL,3,FL3,7.09,0.082
201912,276,9055448,mountain_seed,IN,85210,40,15000,5538.274605,0.033076464,0.0699,-0.383039938,20194,33.39432,-111.82445,Ind,R3,PX,5,PX5,5.64,0.14
20224,304,9031034,mountain_seed,IN,23235,36,5200,1727.069735,0.045171659,0.082,-0.117868947,20222,37.5394,-77.56334,Ind,R2,RI,6,RI6,4.77,0.043
202310,322,9008797,mountain_seed,IN,48442,36,5250,242.1108118,0.063146465,0.1,-0.109048119,20234,42.87435,-83.63058,Ind,R5,DT,,,8.07,0.061
202310,322,9068344,mountain_seed,IN,27260,74,15536,24023,0.063146465,0.1,-0.109048119,20234,35.94913,-80.014,Ind,R2,GR,,,5.82,0.065
20212,290,9027164,mountain_seed,IN,77078,20,136322,1379.738562,0.024133295,0.061,-0.85079788,20211,29.83276,-95.24731,Ind,R1,HO,6,HO6,5.79,0.105
20213,291,9045004,mountain_seed,IN,33054,52,81600,3311.040219,0.025230826,0.0621,-0.904989351,20211,25.8994,-80.23161,Ind,R2,MI,2,MI2,7.45,0.035
20214,292,9048564,mountain_seed,IN,89032,20,12554,3929.497806,0.026415072,0.0633,-0.900414274,20212,36.214,-115.17597,Ind,R3,LV,,,6.62,0.075
20226,306,9010280,mountain_seed,IN,27591,27,8750,295.4021082,0.05120026,0.0881,0.129630975,20222,35.81494,-78.386,Ind,R2,RD,5,RD5,6.91,0.054
20223,303,9045325,mountain_seed,IN,33773,58,16900,3371.943888,0.039296009,0.0762,-0.262359409,20221,27.88636,-82.72459,Ind,R2,TA,1,TA1,5.88,0.038
202011,287,9075139,mountain_seed,IN,85326,19,110630,51705,0.023077867,0.06,-0.463141229,20204,33.42922,-112.58654,Ind,R3,PX,8,PX8,5.89,0.131
202011,287,9054683,mountain_seed,IN,20747,35,74064,5246.790673,0.023077867,0.06,-0.463141229,20204,38.83662,-76.87052,Ind,R2,SM,7,SM7,7.72,0.101
201912,276,9015211,mountain_seed,IN,2061,47,9800,501.7191977,0.033076464,0.07,-0.383039938,20194,42.16819,-70.87429,Ind,R4,BO,10,BO10,6.05,0.079
201912,276,9053702,mountain_seed,IN,80233,44,68536,4985.828848,0.033076464,0.07,-0.383039938,20194,39.89671,-104.9662,Ind,R3,DE,2,DE2,5.39,0.083
201912,276,9055449,mountain_seed,IN,85210,39,21000,5538.274605,0.033076464,0.07,-0.383039938,20194,33.41051,-111.84001,Ind,R3,PX,5,PX5,5.64,0.14
201912,276,9072472,mountain_seed,IN,85027,24,14000,37140,0.033076464,0.07,-0.383039938,20194,33.69577,-112.09356,Ind,R3,PX,3,PX3,5.64,0.14
201912,276,9070710,mountain_seed,IN,84107,67,28003,30863,0.033076464,0.07,-0.383039938,20194,40.68708,-111.89244,Ind,R3,SC,,,5.56,0.069
201912,276,9066987,mountain_seed,IN,33634,24,79486,20225,0.033076464,0.07,-0.383039938,20194,28.03472,-82.5294,Ind,R2,TA,3,TA3,5.14,0.081
20247,331,9017445,mountain_seed,IN,49417,82,148030,628.3481182,0.054864319,0.0918,-0.511253804,20243,43.06405,-86.21095,Ind,R5,GD,,,3.88,0.061
20193,267,9008350,mountain_seed,IN,23005,40,10510,226.0037106,0.043662314,0.0806,-0.101143685,20191,37.69672,-77.44113,Ind,R2,RI,2,RI2,3.87,0.08
